ID;hist_plan;data;grupa;podgrupa;sprzet;klient;region;ilosc;cena_hurt;obrot
13667;hist;122006;BI;mikrofalowki;mikrofalowki elektronicznie;;Wschod;2;1141;2103,92
13668;hist;122006;BI;mikrofalowki;mikrofalowki elektronicznie;AVANS;Poludnie;1;1141;915,21
13669;hist;122006;BI;mikrofalowki;mikrofalowki elektronicznie;G7;Polnoc;6;1141;5896,44
13670;hist;122006;BI;mikrofalowki;mikrofalowki elektronicznie;G7;Poludnie;18;1141;17181,03
13671;hist;122006;BI;mikrofalowki;mikrofalowki elektronicznie;NEONET;Zachod;4;1141;4207,84
13672;hist;122006;BI;mikrofalowki;mikrofalowki elektronicznie;PARTNER;Poludnie;6;1141;6122,40
13673;hist;122006;BI;mikrofalowki;mikrofalowki elektronicznie;PARTNER;Zachod;11;1141;10205,00
13674;hist;122006;BI;mikrofalowki;mikrofalowki mechanicznie;;Meblarze;5;940;4011,94
13675;hist;122006;BI;mikrofalowki;mikrofalowki mechanicznie;;Polnoc;2;940;1740,96
13676;hist;122006;BI;mikrofalowki;mikrofalowki mechanicznie;;Sieci;5;940;3905,05
13677;hist;122006;BI;mikrofalowki;mikrofalowki mechanicznie;;Wschod;1;940;870,48
13678;hist;122006;BI;mikrofalowki;mikrofalowki mechanicznie;AVANS;Wschod;1;940;839,14
13679;hist;122006;BI;mikrofalowki;mikrofalowki mechanicznie;BRW-SA;Meblarze;1;940;844,37
13680;hist;122006;BI;mikrofalowki;mikrofalowki mechanicznie;G7;Polnoc;5;940;4183,15
13681;hist;122006;BI;mikrofalowki;mikrofalowki mechanicznie;G7;Poludnie;7;940;5575,29
13682;hist;122006;BI;mikrofalowki;mikrofalowki mechanicznie;MEDIA MARKT;Sieci;1;940;707,71
13683;hist;122006;BI;mikrofalowki;mikrofalowki mechanicznie;NEONET;Zachod;1;940;870,48
13684;hist;122006;BI;mikrofalowki;mikrofalowki mechanicznie;PARTNER;Poludnie;5;940;4221,85
13685;hist;122006;BI;okapy;okapy kominowe;;Meblarze;43;710;21301,35
13686;hist;122006;BI;okapy;okapy kominowe;;Others;16;710;4952,84
13687;hist;122006;BI;okapy;okapy kominowe;;Polnoc;36;710;21961,40
13688;hist;122006;BI;okapy;okapy kominowe;;Poludnie;113;710;69692,55
13689;hist;122006;BI;okapy;okapy kominowe;;Sieci;451;710;274636,49
13690;hist;122006;BI;okapy;okapy kominowe;AVANS;Poludnie;25;710;17750,00
13691;hist;122006;BI;okapy;okapy kominowe;AVANS;Wschod;105;710;66175,57
13692;hist;122006;BI;okapy;okapy kominowe;AVANS;Zachod;73;710;41655,46
13693;hist;122006;BI;okapy;okapy kominowe;BRW-SA;Meblarze;31;710;18702,21
13694;hist;122006;BI;okapy;okapy kominowe;G7;Polnoc;120;710;80602,33
13695;hist;122006;BI;okapy;okapy kominowe;G7;Poludnie;356;710;242732,70
13696;hist;122006;BI;okapy;okapy kominowe;G7;Sieci;8;710;3583,06
13697;hist;122006;BI;okapy;okapy kominowe;G7;Wschod;53;710;19375,13
13698;hist;122006;BI;okapy;okapy kominowe;G7;Zachod;78;710;46989,57
13699;hist;122006;BI;okapy;okapy kominowe;MEDIA EXPERT;Polnoc;57;710;18926,50
13700;hist;122006;BI;okapy;okapy kominowe;MEDIA EXPERT;Poludnie;67;710;30168,19
13701;hist;122006;BI;okapy;okapy kominowe;MEDIA EXPERT;Zachod;27;710;9018,18
13702;hist;122006;BI;okapy;okapy kominowe;MEDIA MARKT;Sieci;213;710;89109,06
13703;hist;122006;BI;okapy;okapy kominowe;NEONET;Zachod;31;710;13170,89
13704;hist;122006;BI;okapy;okapy kominowe;PARTNER;Polnoc;9;710;3554,38
13705;hist;122006;BI;okapy;okapy kominowe;PARTNER;Poludnie;249;710;122363,58
13706;hist;122006;BI;okapy;okapy kominowe;PARTNER;Wschod;44;710;26510,07
13707;hist;122006;BI;okapy;okapy kominowe;PARTNER;Zachod;219;710;138077,52
13708;hist;122006;BI;okapy;okapy meblowe;;Meblarze;1;335;307,90
13709;hist;122006;BI;okapy;okapy meblowe;;Poludnie;4;335;1231,60
13710;hist;122006;BI;okapy;okapy meblowe;;Sieci;10;335;2529,86
13711;hist;122006;BI;okapy;okapy meblowe;;Wschod;5;335;1539,50
13712;hist;122006;BI;okapy;okapy meblowe;AVANS;Wschod;13;335;3783,18
13713;hist;122006;BI;okapy;okapy meblowe;AVANS;Zachod;1;335;263,68
13714;hist;122006;BI;okapy;okapy meblowe;G7;Polnoc;3;335;887,79
13715;hist;122006;BI;okapy;okapy meblowe;G7;Wschod;10;335;2840,90
13716;hist;122006;BI;okapy;okapy meblowe;MEDIA MARKT;Sieci;1;335;321,58
13717;hist;122006;BI;okapy;okapy meblowe;NEONET;Zachod;1;335;307,90
13718;hist;122006;BI;okapy;okapy meblowe;PARTNER;Poludnie;10;335;2986,60
13719;hist;122006;BI;okapy;okapy meblowe;PARTNER;Wschod;2;335;610,60
13720;hist;122006;BI;okapy;okapy meblowe;PARTNER;Zachod;10;335;2986,60
13721;hist;122006;BI;okapy;okapy teleskopowe;;Meblarze;22;311;6393,19
13722;hist;122006;BI;okapy;okapy teleskopowe;;Others;1;311;154,25
13723;hist;122006;BI;okapy;okapy teleskopowe;;Polnoc;32;311;8898,78
13724;hist;122006;BI;okapy;okapy teleskopowe;;Poludnie;41;311;7976,60
13725;hist;122006;BI;okapy;okapy teleskopowe;;Sieci;337;311;83617,96
13726;hist;122006;BI;okapy;okapy teleskopowe;;Wschod;9;311;2389,68
13727;hist;122006;BI;okapy;okapy teleskopowe;;Zachod;5;311;1327,60
13728;hist;122006;BI;okapy;okapy teleskopowe;AVANS;Poludnie;119;311;30963,14
13729;hist;122006;BI;okapy;okapy teleskopowe;AVANS;Wschod;67;311;16101,50
13730;hist;122006;BI;okapy;okapy teleskopowe;AVANS;Zachod;163;311;40513,65
13731;hist;122006;BI;okapy;okapy teleskopowe;BRW-SA;Meblarze;16;311;4290,77
13732;hist;122006;BI;okapy;okapy teleskopowe;G7;Polnoc;42;311;11556,12
13733;hist;122006;BI;okapy;okapy teleskopowe;G7;Poludnie;363;311;77559,97
13734;hist;122006;BI;okapy;okapy teleskopowe;G7;Sieci;50;311;13574,30
13735;hist;122006;BI;okapy;okapy teleskopowe;G7;Wschod;42;311;10443,00
13736;hist;122006;BI;okapy;okapy teleskopowe;G7;Zachod;126;311;33633,82
13737;hist;122006;BI;okapy;okapy teleskopowe;MEDIA EXPERT;Polnoc;114;311;31065,80
13738;hist;122006;BI;okapy;okapy teleskopowe;MEDIA EXPERT;Poludnie;23;311;5134,52
13739;hist;122006;BI;okapy;okapy teleskopowe;MEDIA EXPERT;Zachod;120;311;29778,20
13740;hist;122006;BI;okapy;okapy teleskopowe;MEDIA MARKT;Sieci;85;311;24323,98
13741;hist;122006;BI;okapy;okapy teleskopowe;PARTNER;Polnoc;26;311;7197,55
13742;hist;122006;BI;okapy;okapy teleskopowe;PARTNER;Poludnie;182;311;48047,68
13743;hist;122006;BI;okapy;okapy teleskopowe;PARTNER;Wschod;43;311;11223,10
13744;hist;122006;BI;okapy;okapy teleskopowe;PARTNER;Zachod;141;311;37215,55
13745;hist;122006;BI;okapy;okapy uniwersalne;;Meblarze;178;179;29248,53
13746;hist;122006;BI;okapy;okapy uniwersalne;;Others;7;179;608,54
13747;hist;122006;BI;okapy;okapy uniwersalne;;Polnoc;82;179;12971,79
13748;hist;122006;BI;okapy;okapy uniwersalne;;Poludnie;455;179;68838,92
13749;hist;122006;BI;okapy;okapy uniwersalne;;Sieci;3291;179;436794,67
13750;hist;122006;BI;okapy;okapy uniwersalne;;Wschod;17;179;2992,79
13751;hist;122006;BI;okapy;okapy uniwersalne;AVANS;Poludnie;162;179;23289,10
13752;hist;122006;BI;okapy;okapy uniwersalne;AVANS;Wschod;630;179;94953,49
13753;hist;122006;BI;okapy;okapy uniwersalne;AVANS;Zachod;1527;179;223513,58
13754;hist;122006;BI;okapy;okapy uniwersalne;BRW-SA;Meblarze;12;179;2144,34
13755;hist;122006;BI;okapy;okapy uniwersalne;G7;Polnoc;194;179;31782,41
13756;hist;122006;BI;okapy;okapy uniwersalne;G7;Poludnie;621;179;90761,99
13757;hist;122006;BI;okapy;okapy uniwersalne;G7;Sieci;163;179;24995,43
13758;hist;122006;BI;okapy;okapy uniwersalne;G7;Wschod;81;179;11890,30
13759;hist;122006;BI;okapy;okapy uniwersalne;G7;Zachod;31;179;5389,52
13760;hist;122006;BI;okapy;okapy uniwersalne;MEDIA EXPERT;Polnoc;315;179;51862,10
13761;hist;122006;BI;okapy;okapy uniwersalne;MEDIA EXPERT;Poludnie;361;179;51136,56
13762;hist;122006;BI;okapy;okapy uniwersalne;MEDIA EXPERT;Zachod;300;179;43578,00
13763;hist;122006;BI;okapy;okapy uniwersalne;MEDIA MARKT;Sieci;905;179;145429,29
13764;hist;122006;BI;okapy;okapy uniwersalne;NEONET;Zachod;983;179;152619,79
13765;hist;122006;BI;okapy;okapy uniwersalne;PARTNER;Polnoc;94;179;12313,44
13766;hist;122006;BI;okapy;okapy uniwersalne;PARTNER;Poludnie;370;179;51909,97
13767;hist;122006;BI;okapy;okapy uniwersalne;PARTNER;Wschod;242;179;33999,79
13768;hist;122006;BI;okapy;okapy uniwersalne;PARTNER;Zachod;365;179;55102,00
13769;hist;122006;BI;sprzet grzejny;kuchnie do zabudowy;;Meblarze;92;1568;95695,19
13770;hist;122006;BI;sprzet grzejny;kuchnie do zabudowy;;Others;10;1568;7339,22
13771;hist;122006;BI;sprzet grzejny;kuchnie do zabudowy;;Polnoc;25;1568;37914,40
13772;hist;122006;BI;sprzet grzejny;kuchnie do zabudowy;;Poludnie;111;1568;137052,16
13773;hist;122006;BI;sprzet grzejny;kuchnie do zabudowy;;Sieci;634;1568;796592,51
13774;hist;122006;BI;sprzet grzejny;kuchnie do zabudowy;;Wschod;7;1568;9089,83
13775;hist;122006;BI;sprzet grzejny;kuchnie do zabudowy;AVANS;Poludnie;3;1568;3961,80
13776;hist;122006;BI;sprzet grzejny;kuchnie do zabudowy;AVANS;Wschod;65;1568;95011,26
13777;hist;122006;BI;sprzet grzejny;kuchnie do zabudowy;AVANS;Zachod;33;1568;42653,72
13778;hist;122006;BI;sprzet grzejny;kuchnie do zabudowy;BRW-SA;Meblarze;3;1568;4508,66
13779;hist;122006;BI;sprzet grzejny;kuchnie do zabudowy;G7;Polnoc;108;1568;149503,62
13780;hist;122006;BI;sprzet grzejny;kuchnie do zabudowy;G7;Poludnie;196;1568;268492,04
13781;hist;122006;BI;sprzet grzejny;kuchnie do zabudowy;G7;Sieci;15;1568;19137,69
13782;hist;122006;BI;sprzet grzejny;kuchnie do zabudowy;G7;Wschod;25;1568;35166,15
13783;hist;122006;BI;sprzet grzejny;kuchnie do zabudowy;G7;Zachod;15;1568;18903,99
13784;hist;122006;BI;sprzet grzejny;kuchnie do zabudowy;MEDIA EXPERT;Poludnie;14;1568;21747,86
13785;hist;122006;BI;sprzet grzejny;kuchnie do zabudowy;MEDIA EXPERT;Zachod;16;1568;17536,31
13786;hist;122006;BI;sprzet grzejny;kuchnie do zabudowy;MEDIA MARKT;Sieci;261;1568;329219,77
13787;hist;122006;BI;sprzet grzejny;kuchnie do zabudowy;NEONET;Zachod;269;1568;308924,29
13788;hist;122006;BI;sprzet grzejny;kuchnie do zabudowy;PARTNER;Polnoc;7;1568;9908,94
13789;hist;122006;BI;sprzet grzejny;kuchnie do zabudowy;PARTNER;Poludnie;92;1568;121846,16
13790;hist;122006;BI;sprzet grzejny;kuchnie do zabudowy;PARTNER;Wschod;7;1568;10352,44
13791;hist;122006;BI;sprzet grzejny;kuchnie do zabudowy;PARTNER;Zachod;37;1568;51568,25
13792;hist;122006;BI;sprzet grzejny;piekarniki;;Meblarze;44;929;30914,93
13793;hist;122006;BI;sprzet grzejny;piekarniki;;Others;15;929;7959,73
13794;hist;122006;BI;sprzet grzejny;piekarniki;;Polnoc;21;929;19509,00
13795;hist;122006;BI;sprzet grzejny;piekarniki;;Poludnie;259;929;192548,28
13796;hist;122006;BI;sprzet grzejny;piekarniki;;Sieci;571;929;428110,50
13797;hist;122006;BI;sprzet grzejny;piekarniki;;Zachod;14;929;11993,12
13798;hist;122006;BI;sprzet grzejny;piekarniki;AVANS;Poludnie;82;929;65401,19
13799;hist;122006;BI;sprzet grzejny;piekarniki;AVANS;Zachod;60;929;54227,48
13800;hist;122006;BI;sprzet grzejny;piekarniki;BRW-SA;Meblarze;28;929;21143,32
13801;hist;122006;BI;sprzet grzejny;piekarniki;G7;Polnoc;102;929;81177,10
13802;hist;122006;BI;sprzet grzejny;piekarniki;G7;Poludnie;343;929;299495,50
13803;hist;122006;BI;sprzet grzejny;piekarniki;G7;Sieci;33;929;28897,88
13804;hist;122006;BI;sprzet grzejny;piekarniki;G7;Wschod;186;929;127415,08
13805;hist;122006;BI;sprzet grzejny;piekarniki;G7;Zachod;73;929;61344,23
13806;hist;122006;BI;sprzet grzejny;piekarniki;MEDIA EXPERT;Polnoc;81;929;48903,15
13807;hist;122006;BI;sprzet grzejny;piekarniki;MEDIA EXPERT;Poludnie;18;929;12395,44
13808;hist;122006;BI;sprzet grzejny;piekarniki;MEDIA EXPERT;Zachod;10;929;4599,90
13809;hist;122006;BI;sprzet grzejny;piekarniki;MEDIA MARKT;Sieci;159;929;129388,10
13810;hist;122006;BI;sprzet grzejny;piekarniki;PARTNER;Poludnie;168;929;131657,38
13811;hist;122006;BI;sprzet grzejny;piekarniki;PARTNER;Wschod;34;929;30172,50
13812;hist;122006;BI;sprzet grzejny;piekarniki;PARTNER;Zachod;165;929;142077,98
13813;hist;122006;BI;sprzet grzejny;plyty grzejne;;Others;15;593;5405,20
13814;hist;122006;BI;sprzet grzejny;plyty grzejne;;Poludnie;264;593;127556,81
13815;hist;122006;BI;sprzet grzejny;plyty grzejne;;Sieci;932;593;430058,12
13816;hist;122006;BI;sprzet grzejny;plyty grzejne;AVANS;Poludnie;116;593;47597,84
13817;hist;122006;BI;sprzet grzejny;plyty grzejne;AVANS;Wschod;92;593;46880,57
13818;hist;122006;BI;sprzet grzejny;plyty grzejne;AVANS;Zachod;136;593;54070,39
13819;hist;122006;BI;sprzet grzejny;plyty grzejne;G7;Sieci;38;593;17396,90
13820;hist;122006;BI;sprzet grzejny;plyty grzejne;G7;Wschod;242;593;141981,47
13821;hist;122006;BI;sprzet grzejny;plyty grzejne;MEDIA EXPERT;Poludnie;86;593;37166,55
13822;hist;122006;BI;sprzet grzejny;plyty grzejne;MEDIA EXPERT;Zachod;35;593;15111,45
13823;hist;122006;BI;sprzet grzejny;plyty grzejne;MEDIA MARKT;Sieci;391;593;208263,37
13824;hist;122006;BI;sprzet grzejny;plyty grzejne;NEONET;Zachod;48;593;25805,79
13825;hist;122006;BI;sprzet grzejny;plyty grzejne;PARTNER;Polnoc;26;593;10479,50
13826;hist;122006;BI;sprzet grzejny;plyty grzejne;PARTNER;Poludnie;261;593;128180,90
13827;hist;122006;BI;sprzet grzejny;plyty grzejne;PARTNER;Wschod;56;593;22652,25
13828;hist;122006;BI;sprzet grzejny;plyty grzejne;PARTNER;Zachod;306;593;165674,44
13829;hist;122006;BI;zmywarki;zmywarki 45;;Meblarze;16;1493;17743,80
13830;hist;122006;BI;zmywarki;zmywarki 45;;Polnoc;3;1493;4323,36
13831;hist;122006;BI;zmywarki;zmywarki 45;;Poludnie;41;1493;49350,24
13832;hist;122006;BI;zmywarki;zmywarki 45;;Sieci;151;1493;144169,34
13833;hist;122006;BI;zmywarki;zmywarki 45;;Wschod;2;1493;2902,40
13834;hist;122006;BI;zmywarki;zmywarki 45;;Zachod;1;1493;1258,76
13835;hist;122006;BI;zmywarki;zmywarki 45;AVANS;Poludnie;47;1493;54981,41
13836;hist;122006;BI;zmywarki;zmywarki 45;AVANS;Wschod;25;1493;28622,91
13837;hist;122006;BI;zmywarki;zmywarki 45;AVANS;Zachod;5;1493;5574,40
13838;hist;122006;BI;zmywarki;zmywarki 45;BRW-SA;Meblarze;14;1493;17809,48
13839;hist;122006;BI;zmywarki;zmywarki 45;G7;Polnoc;22;1493;25090,50
13840;hist;122006;BI;zmywarki;zmywarki 45;G7;Poludnie;117;1493;132819,21
13841;hist;122006;BI;zmywarki;zmywarki 45;G7;Sieci;1;1493;1365,70
13842;hist;122006;BI;zmywarki;zmywarki 45;G7;Wschod;11;1493;13334,55
13843;hist;122006;BI;zmywarki;zmywarki 45;G7;Zachod;72;1493;75539,76
13844;hist;122006;BI;zmywarki;zmywarki 45;MEDIA MARKT;Sieci;20;1493;25980,83
13845;hist;122006;BI;zmywarki;zmywarki 45;NEONET;Zachod;45;1493;56153,24
13846;hist;122006;BI;zmywarki;zmywarki 45;PARTNER;Poludnie;70;1493;78875,27
13847;hist;122006;BI;zmywarki;zmywarki 45;PARTNER;Wschod;5;1493;5956,91
13848;hist;122006;BI;zmywarki;zmywarki 45;PARTNER;Zachod;127;1493;149770,57
13849;hist;122006;BI;zmywarki;zmywarki 60;;Meblarze;16;1445;19938,05
13850;hist;122006;BI;zmywarki;zmywarki 60;;Others;2;1445;1595,59
13851;hist;122006;BI;zmywarki;zmywarki 60;;Polnoc;8;1445;9920,74
13852;hist;122006;BI;zmywarki;zmywarki 60;;Poludnie;34;1445;40617,57
13853;hist;122006;BI;zmywarki;zmywarki 60;;Sieci;127;1445;139394,50
13854;hist;122006;BI;zmywarki;zmywarki 60;;Wschod;3;1445;3793,78
13855;hist;122006;BI;zmywarki;zmywarki 60;;Zachod;3;1445;3597,01
13856;hist;122006;BI;zmywarki;zmywarki 60;AVANS;Poludnie;47;1445;55083,41
13857;hist;122006;BI;zmywarki;zmywarki 60;AVANS;Wschod;26;1445;30757,52
13858;hist;122006;BI;zmywarki;zmywarki 60;AVANS;Zachod;2;1445;2085,77
13859;hist;122006;BI;zmywarki;zmywarki 60;BRW-SA;Meblarze;2;1445;2063,50
13860;hist;122006;BI;zmywarki;zmywarki 60;G7;Polnoc;66;1445;79648,86
13861;hist;122006;BI;zmywarki;zmywarki 60;G7;Poludnie;119;1445;141033,46
13862;hist;122006;BI;zmywarki;zmywarki 60;G7;Zachod;21;1445;23111,61
13863;hist;122006;BI;zmywarki;zmywarki 60;MEDIA MARKT;Sieci;14;1445;16458,44
13864;hist;122006;BI;zmywarki;zmywarki 60;NEONET;Zachod;57;1445;74733,65
13865;hist;122006;BI;zmywarki;zmywarki 60;PARTNER;Poludnie;56;1445;67728,19
13866;hist;122006;BI;zmywarki;zmywarki 60;PARTNER;Wschod;5;1445;6896,48
13867;hist;122006;BI;zmywarki;zmywarki 60;PARTNER;Zachod;33;1445;37153,87
13868;hist;122006;FS;chlodnictwo;chlodziarki;;Others;6;693;2004,95
13869;hist;122006;FS;chlodnictwo;chlodziarki;;Polnoc;10;693;6775,10
13870;hist;122006;FS;chlodnictwo;chlodziarki;;Sieci;341;693;179745,68
13871;hist;122006;FS;chlodnictwo;chlodziarki;AVANS;Poludnie;60;693;31680,00
13872;hist;122006;FS;chlodnictwo;chlodziarki;AVANS;Wschod;112;693;62603,70
13873;hist;122006;FS;chlodnictwo;chlodziarki;AVANS;Zachod;27;693;13409,58
13874;hist;122006;FS;chlodnictwo;chlodziarki;G7;Poludnie;109;693;59196,25
13875;hist;122006;FS;chlodnictwo;chlodziarki;G7;Sieci;66;693;36592,40
13876;hist;122006;FS;chlodnictwo;chlodziarki;MEDIA MARKT;Sieci;108;693;60937,58
13877;hist;122006;FS;chlodnictwo;chlodziarki;NEONET;Zachod;150;693;89400,00
13878;hist;122006;FS;chlodnictwo;chlodziarki;PARTNER;Polnoc;5;693;3430,00
13879;hist;122006;FS;chlodnictwo;chlodziarki;PARTNER;Poludnie;31;693;19426,50
13880;hist;122006;FS;chlodnictwo;chlodziarki;PARTNER;Wschod;30;693;16875,30
13881;hist;122006;FS;chlodnictwo;lodowki dwudrzwiowe;;Others;19;813;7703,24
13882;hist;122006;FS;chlodnictwo;lodowki dwudrzwiowe;;Polnoc;232;813;151600,00
13883;hist;122006;FS;chlodnictwo;lodowki dwudrzwiowe;;Poludnie;122;813;80778,00
13884;hist;122006;FS;chlodnictwo;lodowki dwudrzwiowe;;Sieci;1183;813;735110,97
13885;hist;122006;FS;chlodnictwo;lodowki dwudrzwiowe;;Wschod;2;813;1559,48
13886;hist;122006;FS;chlodnictwo;lodowki dwudrzwiowe;;Zachod;11;813;7720,06
13887;hist;122006;FS;chlodnictwo;lodowki dwudrzwiowe;AVANS;Poludnie;87;813;51949,59
13888;hist;122006;FS;chlodnictwo;lodowki dwudrzwiowe;AVANS;Wschod;346;813;235166,12
13889;hist;122006;FS;chlodnictwo;lodowki dwudrzwiowe;AVANS;Zachod;456;813;272616,02
13890;hist;122006;FS;chlodnictwo;lodowki dwudrzwiowe;G7;Polnoc;12;813;8556,00
13891;hist;122006;FS;chlodnictwo;lodowki dwudrzwiowe;G7;Poludnie;154;813;100242,89
13892;hist;122006;FS;chlodnictwo;lodowki dwudrzwiowe;G7;Sieci;51;813;32130,00
13893;hist;122006;FS;chlodnictwo;lodowki dwudrzwiowe;MEDIA EXPERT;Polnoc;50;813;32500,00
13894;hist;122006;FS;chlodnictwo;lodowki dwudrzwiowe;MEDIA EXPERT;Poludnie;107;813;63936,00
13895;hist;122006;FS;chlodnictwo;lodowki dwudrzwiowe;MEDIA EXPERT;Zachod;90;813;56700,00
13896;hist;122006;FS;chlodnictwo;lodowki dwudrzwiowe;MEDIA MARKT;Sieci;285;813;184837,43
13897;hist;122006;FS;chlodnictwo;lodowki dwudrzwiowe;NEONET;Zachod;100;813;67827,76
13898;hist;122006;FS;chlodnictwo;lodowki dwudrzwiowe;PARTNER;Polnoc;40;813;25600,00
13899;hist;122006;FS;chlodnictwo;lodowki dwudrzwiowe;PARTNER;Poludnie;232;813;155747,34
13900;hist;122006;FS;chlodnictwo;lodowki dwudrzwiowe;PARTNER;Wschod;160;813;106338,21
13901;hist;122006;FS;chlodnictwo;lodowki dwudrzwiowe;PARTNER;Zachod;989;813;638977,65
13902;hist;122006;FS;chlodnictwo;lodowki kombi;;Others;63;1108;32833,26
13903;hist;122006;FS;chlodnictwo;lodowki kombi;;Polnoc;263;1108;213382,82
13904;hist;122006;FS;chlodnictwo;lodowki kombi;;Poludnie;756;1108;623955,76
13905;hist;122006;FS;chlodnictwo;lodowki kombi;;Sieci;930;1108;762452,75
13906;hist;122006;FS;chlodnictwo;lodowki kombi;;Wschod;3;1108;2586,06
13907;hist;122006;FS;chlodnictwo;lodowki kombi;;Zachod;1;1108;943,44
13908;hist;122006;FS;chlodnictwo;lodowki kombi;AVANS;Poludnie;296;1108;228691,41
13909;hist;122006;FS;chlodnictwo;lodowki kombi;AVANS;Wschod;1123;1108;934504,72
13910;hist;122006;FS;chlodnictwo;lodowki kombi;AVANS;Zachod;807;1108;630577,06
13911;hist;122006;FS;chlodnictwo;lodowki kombi;G7;Polnoc;95;1108;83969,87
13912;hist;122006;FS;chlodnictwo;lodowki kombi;G7;Poludnie;386;1108;358436,78
13913;hist;122006;FS;chlodnictwo;lodowki kombi;G7;Sieci;332;1108;244377,23
13914;hist;122006;FS;chlodnictwo;lodowki kombi;MEDIA EXPERT;Polnoc;311;1108;258276,50
13915;hist;122006;FS;chlodnictwo;lodowki kombi;MEDIA EXPERT;Poludnie;170;1108;133648,40
13916;hist;122006;FS;chlodnictwo;lodowki kombi;MEDIA EXPERT;Zachod;355;1108;271650,00
13917;hist;122006;FS;chlodnictwo;lodowki kombi;MEDIA MARKT;Sieci;597;1108;474222,62
13918;hist;122006;FS;chlodnictwo;lodowki kombi;NEONET;Zachod;2085;1108;1811190,04
13919;hist;122006;FS;chlodnictwo;lodowki kombi;PARTNER;Polnoc;60;1108;45000,00
13920;hist;122006;FS;chlodnictwo;lodowki kombi;PARTNER;Poludnie;457;1108;352179,07
13921;hist;122006;FS;chlodnictwo;lodowki kombi;PARTNER;Wschod;213;1108;168940,01
13922;hist;122006;FS;chlodnictwo;lodowki kombi;PARTNER;Zachod;387;1108;307095,10
13923;hist;122006;FS;chlodnictwo;zamrazarki;;Others;3;843;2522,45
13924;hist;122006;FS;chlodnictwo;zamrazarki;;Polnoc;1;843;759,32
13925;hist;122006;FS;chlodnictwo;zamrazarki;;Sieci;54;843;32289,74
13926;hist;122006;FS;chlodnictwo;zamrazarki;;Zachod;5;843;3627,85
13927;hist;122006;FS;chlodnictwo;zamrazarki;AVANS;Wschod;15;843;10613,85
13928;hist;122006;FS;chlodnictwo;zamrazarki;AVANS;Zachod;7;843;4806,91
13929;hist;122006;FS;chlodnictwo;zamrazarki;G7;Poludnie;16;843;10362,10
13930;hist;122006;FS;chlodnictwo;zamrazarki;MEDIA EXPERT;Poludnie;21;843;14568,00
13931;hist;122006;FS;chlodnictwo;zamrazarki;MEDIA MARKT;Sieci;7;843;5180,31
13932;hist;122006;FS;chlodnictwo;zamrazarki;NEONET;Zachod;10;843;7255,70
13933;hist;122006;FS;chlodnictwo;zamrazarki;PARTNER;Poludnie;2;843;1468,02
13934;hist;122006;FS;chlodnictwo;zamrazarki;PARTNER;Zachod;42;843;28481,60
13935;hist;122006;FS;mikrofalowki;mikrofalowki elektronicznie;;Others;119;272;17204,31
13936;hist;122006;FS;mikrofalowki;mikrofalowki elektronicznie;;Polnoc;23;272;5503,67
13937;hist;122006;FS;mikrofalowki;mikrofalowki elektronicznie;;Poludnie;810;272;158152,66
13938;hist;122006;FS;mikrofalowki;mikrofalowki elektronicznie;;Sieci;5136;272;1074563,73
13939;hist;122006;FS;mikrofalowki;mikrofalowki elektronicznie;;Wschod;1;272;265,51
13940;hist;122006;FS;mikrofalowki;mikrofalowki elektronicznie;AVANS;Wschod;96;272;18921,70
13941;hist;122006;FS;mikrofalowki;mikrofalowki elektronicznie;AVANS;Zachod;519;272;110216,40
13942;hist;122006;FS;mikrofalowki;mikrofalowki elektronicznie;BRW-SA;Meblarze;1;272;251,64
13943;hist;122006;FS;mikrofalowki;mikrofalowki elektronicznie;G7;Polnoc;50;272;12377,66
13944;hist;122006;FS;mikrofalowki;mikrofalowki elektronicznie;G7;Poludnie;263;272;59101,70
13945;hist;122006;FS;mikrofalowki;mikrofalowki elektronicznie;G7;Sieci;40;272;9871,60
13946;hist;122006;FS;mikrofalowki;mikrofalowki elektronicznie;G7;Wschod;12;272;2995,92
13947;hist;122006;FS;mikrofalowki;mikrofalowki elektronicznie;G7;Zachod;4;272;1025,22
13948;hist;122006;FS;mikrofalowki;mikrofalowki elektronicznie;MEDIA EXPERT;Zachod;4;272;4,00
13949;hist;122006;FS;mikrofalowki;mikrofalowki elektronicznie;MEDIA MARKT;Sieci;1645;272;373211,41
13950;hist;122006;FS;mikrofalowki;mikrofalowki elektronicznie;NEONET;Zachod;298;272;72947,64
13951;hist;122006;FS;mikrofalowki;mikrofalowki elektronicznie;PARTNER;Poludnie;182;272;42228,45
